,track_id,artists,track_name,top_hit,track_genre,emotion
35,1WFVfVjCtbmdIv7j3Fa9iy,Brandi Carlile,When You're Wrong,False,acoustic,sadness
36,0e5PAxSyZ5DWWVqKANHETz,Brandi Carlile;Lucius,You and Me on the Rock,False,acoustic,disappointment
37,1MLr9b1fOybO3MGiLy47Ys,Brandi Carlile;Lucius,You and Me on the Rock,False,acoustic,disappointment
38,6JGjevTaqr9J1xp7YvYUKF,Brandi Carlile,"Speak Your Mind (From the Netflix Series ""We The People"")",False,acoustic,approval
39,7Af2YlwMZryKOQiRfwMsD2,Brandi Carlile;Lucius,You and Me on the Rock,False,acoustic,disappointment
40,0JvkNRyq8Tmot9khpdtN0I,Brandi Carlile;Lucius,You and Me on the Rock,False,acoustic,disappointment
41,27gHtbsHClwimHFtKgFop4,Brandi Carlile;Lucius,You and Me on the Rock,False,acoustic,disappointment
42,1QBNBGeIRRGBnLhdlHbfI8,Brandi Carlile;Lucius,You and Me on the Rock,False,acoustic,disappointment
43,72xTsTouZ5nBmASX8k1XCW,Highland Peak,Trampoline - Acoustic,False,acoustic,love
45,2DHDuADAHoUW6n0z80RLQF,Andrew Belle,Pieces,False,acoustic,love
46,5JDcQAztvZTIkrWoZihgvC,Ron Pope,A Drop in the Ocean,False,acoustic,desire
47,2sYFi9xVSZ56WHKSY2fN1K,Adam Christopher,So Far Away - Acoustic,False,acoustic,love
48,6xJOhSm4SvZwzy3uhWz26O,Andrew Belle,The Enemy,False,acoustic,sadness
49,7lLKxcNeJtDTWVRKHovLEC,Aron Wright,Build It Better,False,acoustic,approval
50,25UzeaV47eDT44Fovve6xQ,Chord Overstreet,Sleepwalking in the Rain,False,acoustic,sadness
51,4oa14QBfWRDfJy2agySy0L,Sara Bareilles,Gravity,False,acoustic,love
52,2gRKq9rIC5i1zuxp06zJWH,Chord Overstreet,What's Left of You,False,acoustic,love
54,6nXIYClvJAfi6ujLiKqEq8,Andrew Belle,Sky's Still Blue,False,acoustic,realization
55,7x4b0UccXSKBWxWmjcrG2T,Kurt Cobain,And I Love Her,False,acoustic,love
56,6owKuyHxUqidcAA6fPKSyy,Boyce Avenue;Bea Miller,We Can't Stop,False,acoustic,joy
57,0wbmIfvndFV9VDvuUY1pYN,Tim Halperin,Always Be My Baby,False,acoustic,love
58,3e5yu9MkIvQx17mm7LF6KY,Canyon City,Alone with You,False,acoustic,love
59,6VwAh8Z1d5YKoSWoEaV4db,Aaron Espe,Making All Things New,False,acoustic,love
60,2D4BSm5Z8Hq5zYbSgJwEOh,Sara Bareilles,She Used To Be Mine,False,acoustic,disappointment
61,7LwGBxB0h0CVmkOZxYKn0g,Andrew Belle,In My Veins - Feat. Erin Mccarley,False,acoustic,annoyance
62,0ZwdH0m32I8odedwvspYTh,Tyler Ward,I Don't Wanna Live Forever (Fifty Shades Darker),False,acoustic,sadness
63,16dkWKIlBsfYTISCVuDs0w,Ron Pope,A Drop In the Ocean,False,acoustic,desire
64,3TwtrR1yNLY1PMPsrGQpOp,Five For Fighting,Superman (It's Not Easy),False,acoustic,disapproval
65,3Et4LKZLnXygPYfNdeB3D3,Andrew Belle,When the End Comes,False,acoustic,love
66,0Zf1BPkkFAWGtVHeBwHHz4,Ingrid Michaelson,Light Me Up,False,acoustic,disapproval
67,38jy6kRlPt8z1GUS9WXeNh,Jason Mraz,93 Million Miles,False,acoustic,admiration
68,2SkJKMfjpYsNv0KWOxiegX,A Great Big World,Kaleidoscope,False,acoustic,love
69,4qCbMMMuEB56kHd4zPE6GD,Eddie Vedder;Nusrat Fateh Ali Khan,The Long Road,False,acoustic,desire
70,11TK5KLtLZUdKr1C549bAw,Drew Holcomb & The Neighbors,What Would I Do Without You,False,acoustic,sadness
71,7BXW1QCg56yzEBV8pW8pah,Jason Mraz,Have It All,False,acoustic,desire
72,2kMrCPZ0o5gErBPLCRgoli,Gabrielle Aplin,Heavy Heart,False,acoustic,sadness
73,5IjTZ1g8KrIuV97N3OQZ0V,Gabrielle Aplin,The House We Never Built,False,acoustic,disappointment
74,3bHhUEOTIbezeZ856R0BX5,Eddie Vedder,Society,False,acoustic,optimism
75,0wf17wsLRwnnfh241GkeH5,Gabrielle Aplin,Please Don't Say You Love Me,False,acoustic,approval
76,3322ArxAq7wCSZI4fF77Q0,Gabrielle Aplin,Please Don't Say You Love Me,False,acoustic,approval
77,4LGF2tDg3878bs0mQPByZ4,Eddie Vedder,Guaranteed,False,acoustic,approval
78,6Uy6K3KdmUdAfelUp0SeXn,Sara Bareilles,Brave,False,acoustic,desire
79,2z2JKNU24UEngb4joR9p8f,KT Tunstall,Lonely This Christmas,False,acoustic,sadness
80,2nef44o0sjJDKB1ta4S0ub,KT Tunstall,Lonely This Christmas,False,acoustic,sadness
81,0qJGlogD7AyMLAJfQ42aI2,Five For Fighting,Heaven Knows,False,acoustic,love
82,04JS6OitE9VGsIS3S94Osg,The Civil Wars,I Heard The Bells On Christmas Day,False,acoustic,sadness
83,5OGpsZeJRZ3t3MZioawcZW,The Civil Wars,I Heard The Bells On Christmas Day,False,acoustic,sadness
84,3Vnes7v746dYzBn0FJTZ1W,KT Tunstall,Fairytale Of New York,False,acoustic,love
85,30cYWLpVdBZVLb1cYdmcTT,The Civil Wars,I Heard The Bells On Christmas Day,False,acoustic,sadness
86,7sUqJ51FGSi3n7x4pYjY3v,The Civil Wars,I Heard The Bells On Christmas Day,False,acoustic,sadness
87,15BFn2VmEtonsXfNL1lUmy,The Civil Wars,I Heard The Bells On Christmas Day,False,acoustic,sadness
88,0WOFJR54wyTwLB11jcBDb1,The Civil Wars,I Heard The Bells On Christmas Day,False,acoustic,disappointment
89,1uDCw6LVMOmbZ6zRliNcNX,The Civil Wars,I Heard The Bells On Christmas Day,False,acoustic,sadness
90,7DYsBLdOqz0z14tYWMt2Tn,KT Tunstall,Hold On,False,acoustic,realization
91,7cPuE0M35EajWPRO3nRcH8,KT Tunstall,Suddenly I See,True,acoustic,admiration
93,4kQXMVjoZ9yMibLZq5Aqi5,Callum J Wright,Somebody Else - Acoustic,False,acoustic,disapproval
94,3us8sod4dLbM9FiMiPiEY8,Andrew Belle,Pieces (Hushed),False,acoustic,love
95,1PR5pyPiOEEQ02oJYq402x,Boyce Avenue;Fifth Harmony,Mirrors,False,acoustic,love
96,068qo0w1Ki0cjnFYOUhAm2,Boyce Avenue,Stand by Me,False,acoustic,caring
97,2RFt6ZWQbr9mPhsft9u9eX,Gabrielle Aplin;JP Cooper,Losing Me,False,acoustic,love
99,0VhZ5JYfqPojSYeGWnk4dL,John Adams,You’re Beautiful - Acoustic,False,acoustic,admiration
101,7ACW42whcdOiUxiNVu7ltx,Tyler Ward,How To Lose a Girl,False,acoustic,love
102,4qTHoIp62ngNDpUJwW3hZ7,Boyce Avenue,Can’t Help Falling in Love,False,acoustic,love
103,4VbDTk82rqWqVgoQC93CkC,Andrew Belle,Dive Deep (Hushed),False,acoustic,desire
104,1pG5nd6gmfbMwUfT5shDQe,Ben Woodward,When the Party's over (Acoustic Piano),False,acoustic,sadness
105,2WZyfujzMweFLnozyUJBkW,Augustana,Boston,False,acoustic,sadness
106,6gijbGNDNNJgT60Aj7UCyc,Matthew Perryman Jones,Living in the Shadows,False,acoustic,confusion
107,5pq4v03P5PxMcnCagg4S3Z,Boyce Avenue,In Case You Didn’t Know,False,acoustic,realization
108,65VhbQdqvozUntjnlFkFbZ,Kina Grannis,You Are My Sunshine,False,acoustic,love
109,05pKAafT85jeeNhZ6kq7HT,Jason Mraz,I Won't Give Up,False,acoustic,love
110,3PG6V5yuFfo4APiovOQoRv,Ray LaMontagne;Sierra Ferrell,I Was Born To Love You,False,acoustic,love
111,6ta5yavnnEfCE4faU0jebM,Catherine Feeny,Mr Blue,False,acoustic,love
112,7BRCa8MPiyuvr2VU3O9W0F,Joshua Hyslop,Do Not Let Me Go,False,acoustic,sadness
113,5ZhaKUsY68U0lgREFWfoxg,Ross Copperman,Holding On And Letting Go,False,acoustic,confusion
114,4zcMBfbQZvBSHQBGDd6gsN,JJ Heller,You Already Know,False,acoustic,fear
115,7bhHLZxkRekrNPPkEdDTbn,Ben Woodward,Believer (Remix),False,acoustic,disappointment
116,5rwq6R0Uq0BngM3rdmCeNg,Howie Day,Collide - Acoustic Version,False,acoustic,fear
117,2lxBZVbkiCXC1soks2RXwV,Ben Rector,Love Like This,False,acoustic,love
118,38YgZVHPWOWsKrsCXz6JyP,Matt Nathanson,Come On Get Higher,False,acoustic,love
119,6XrNrp7UtGgyZcHJ0ckL0w,Rachael Yamagata,"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",False,acoustic,love
120,72R0X0h8YaxYNpegeoOl0M,Parachute,Kiss Me Slowly,False,acoustic,confusion
121,6R6ux6KaKrhAg2EIB2krdU,Parachute,Without You,False,acoustic,love
122,1Qo3taHLFSQpzLm5Sty7M4,Jason Mraz,Sleep All Day,False,acoustic,approval
123,71M4QMn8nrok1KFVXwEEyU,Jason Mraz,You and I Both,False,acoustic,love
124,4lxGVzcUaSF5HW5jtWnShV,Eddie Vedder,Long Nights,False,acoustic,caring
125,2PIlBukQ6limukVR8Ubb5o,Gabrielle Aplin,Please Don't Say You Love Me,False,acoustic,approval
126,5p9XWUdvbUzmPCukOmwoU3,KT Tunstall,Suddenly I See,True,acoustic,admiration
127,1uSuY2qLCbx1QB7oPUVhFG,Jason Mraz,Who Needs Shelter,False,acoustic,approval
128,6twvFrIoIINH8UW8EB8OnU,Jason Mraz,No Stopping Us,False,acoustic,curiosity
129,2pelUnMKr07JjJpilj9Yew,Jason Mraz,I'll Do Anything,False,acoustic,curiosity
130,7d0bJhpp0mCYyMXaMgWyMS,JJ Heller,Make You Feel My Love,False,acoustic,love
131,73CbJykoV6WapWGfTeRzTl,Jason Mraz,The Remedy (I Won't Worry),False,acoustic,nervousness
132,3ixLIO5BsTmic0Pp27FaPY,Jason Mraz,Too Much Food,False,acoustic,annoyance
133,5ZetMq21bMQN5oo4TtdOxu,Jason Mraz,The Boy's Gone,False,acoustic,joy
134,73oHkllHIT8fdbzpxiXW40,Jason Mraz,"On Love, in Sadness",False,acoustic,sadness
135,4MihgVRpD82EZoT61GW63w,Jason Mraz,Curbside Prophet,False,acoustic,approval
136,1BECZPXBXzobsfmlzj0g3I,Jason Mraz,"Tonight, Not Again - Live",False,acoustic,love
137,14vExHBkh1prEAN94wZug8,Jason Mraz,"Tonight, Not Again",False,acoustic,love
138,0fzCtVM9D5UEwiLqcY8Ouq,Eddie Vedder,Hard Sun,False,acoustic,joy
139,6IF2P93LkyW4GqDQu1yS7H,Susie Suh;Robot Koch,Here with Me,False,acoustic,approval
140,34dnNAUoIPcwnK0RtVMBWZ,Tyler Ward;Lindsey Stirling;Kina Grannis,The Scientist,False,acoustic,disappointment
141,5aDpULK8MbJmHl42kR5KNI,Howie Day,Collide,False,acoustic,fear
142,1fI1TMpz7FVkpoYBhmiywp,Eden Elf;Ren Avel,get better,False,acoustic,annoyance
144,0gVbkmFqq5fIkXtJJ3UTfM,Boyce Avenue;Rachel Grae,Let It Go,False,acoustic,amusement
145,00DuOxungwHwVUX2m37P0P,Chord Overstreet,What You Need,False,acoustic,caring
146,2lFlveK1y13WWp3vnQtrr3,Five For Fighting,100 Years,False,acoustic,desire
147,2WD93lsfJonaKtrQtpLB2R,Andrew Belle,You're the Sea,False,acoustic,curiosity
148,7njTGO45SkaBTNu35t2Yq0,Rachael Yamagata,No Direction,False,acoustic,curiosity
149,6ivkBaxvclVhwZDE2uwldj,Cary Brothers,Belong,False,acoustic,disapproval
150,6Cvti10W0AzmzG9D1tpuKp,The Mayries,As It Was,False,acoustic,disapproval
151,03yc0G2OoH1Eeyu7Piy8fK,Jason Mraz,I'm Yours,False,acoustic,approval
152,78TKtlSLWK8pZAKKW3MyQL,A Great Big World;Christina Aguilera,Say Something,False,acoustic,sadness
153,1esE8j1nVyzEQ5rVhYXoJT,Parachute,Had It All,False,acoustic,desire
154,68Yc9ylRZZPtsuVgtrxcDj,Zack Tabudlo;Yonnyboii,Take Me Back ft. Yonnyboii,False,acoustic,love
155,3tjjCCdXSdaVEo4q4y071G,Tobey Rosen,Whole Again - Acoustic Version,False,acoustic,joy
156,4E6cwWJWZw2zWf7VFbH7wf,Sara Bareilles,Love Song,False,acoustic,disappointment
157,2LC523tbEPFpc1pnikbt5b,Aqualung,Brighter Than Sunshine,False,acoustic,love
158,3ISLwA96mtx13Wx7K1PPPk,Tyler Ward;Karis;Ray Lorraine,Love Story,False,acoustic,love
159,6ql0ffq6Jvyh9OKqrJCMaP,Amy Stroup,In the Shadows,False,acoustic,approval
160,1EyvonxK8OGHRV4WDRdArc,Boyce Avenue;Connie Talbot,Can You Feel the Love Tonight,False,acoustic,approval
161,0EKBV6GybPtALXUgWqWrym,Brandi Carlile,The Story,False,acoustic,approval
162,41A82PidFKhGX5hm1WoaDs,JJ Heller,Better,False,acoustic,joy
163,5oV8bZaShr2d01FFMHBUPq,Kina Grannis,Iris,False,acoustic,desire
164,5nMRpGfqQ0tb1TMbqBVK2J,The Mayries,Rockabye - Acoustic Version,False,acoustic,caring
165,04qDUASuSfVp6fktfsxVej,Caleb Santos;Viva Music Publishing Inc.,I Need You More Today,False,acoustic,love
166,3g61xRaqII8q1wlQDzv550,Boyce Avenue,Beautiful Soul,False,acoustic,love
167,3dglCYsVMjPbDlU2CC9Vq7,Jason Mraz,Let's See What The Night Can Do,False,acoustic,desire
168,2f4jlGvGi3ZDGogXys5FUp,Rachael Yamagata,"La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]",False,acoustic,love
169,3NCg46FWgnANZc9HQHQOQR,Parachute,Forever And Always,False,acoustic,love
170,0muntSMuAZzcwYBBMZj6sf,Priscilla Ahn,Fine On The Outside,False,acoustic,confusion
171,4bXoVtbp6fN8FaSQvGQB41,Chord Overstreet,Tortured Soul,False,acoustic,fear
172,3FRARAKLpHw3er9ZaTwaHO,JJ Heller,I Believe in You,False,acoustic,desire
173,2Dzhwe90lhHXVU6lk7Nx0H,Jon Bryant,At Home,False,acoustic,love
174,12niARgkwxGsklcEwh6GlG,Donovan Woods,"Portland, Maine",False,acoustic,confusion
175,0v0pc1lIt5p6EBX7pnfOGF,Ross Copperman,Holding On and Letting Go,False,acoustic,confusion
176,5wQci5VCUjdbKnRD61XYwu,Joshua Hyslop,The Flood,False,acoustic,fear
178,4VoJCUgNmnqG2qF0peDBkw,Stephen Speaks,Out of My League,False,acoustic,love
179,7xLhousIHDxoGgeJNhO4Ye,A Great Big World,Say Something,False,acoustic,sadness
180,1bhpBRCLsVg3p7BWARbaDS,Eddie Vedder,Rise,False,acoustic,optimism
181,6NSlOEEtWlqvEFrjQsry77,The Weepies;Deb Talan;Steve Tannen,World Spins Madly On,False,acoustic,desire
182,27Fq4XyOkogdGLcfsVdjFb,Keb' Mo';Gerald Albright,"Moonlight, Mistletoe & You",False,acoustic,desire
184,4iObEYRE4FLm0D90gmZFef,Thomas Daniel,Since U Been Gone - Acoustic Version,False,acoustic,gratitude
186,7BRwh1bemr9rFMDeTbcy5S,Kina Grannis,Creep,False,acoustic,desire
188,4vAnqYqm1DOo5IDVcxORX3,Canyon City,How Long Will I Love You,False,acoustic,curiosity
190,13GvSZgg9LOs3M9uGbWsPE,Aron Wright,You Were Supposed to Be Different,False,acoustic,annoyance
191,4cR4nao0hqqBtklQmGVqbe,Boyce Avenue,Thinking out Loud,False,acoustic,love
192,4x7AdVDV9IFWp8pg4LMz90,Jonah Baker,Perfect / Style,False,acoustic,approval
193,5eNYumDY5PCXtKKJ0SWg2r,The Civil Wars,Poison & Wine,False,acoustic,love
194,6dwkFmLUz6hx2CZG2EqLol,Howie Day,Collide,False,acoustic,fear
195,7aohwSiTDju51QmC54AUba,Ingrid Michaelson,You And I,False,acoustic,love
196,7g3ryXLtXExZ0OFCj17Ae1,Zack Tabudlo;Billkin,Give Me Your Forever (ft. Billkin),False,acoustic,love
197,5MrgVJzR1du1gz8XWe4m28,Landon Pigg,Falling in Love at a Coffee Shop,False,acoustic,love
198,5auMzVHFr5Zfw6IbKarZ56,Anna Nalick,Breathe (2 AM),False,acoustic,annoyance
200,3ZjSJv88euP3CdvTg07dZL,Jonah Baker,Beautiful Soul,False,acoustic,love
201,14BMBNRzv24eG6OKoIgPfP,Ben Woodward,Bulletproof,False,acoustic,approval
202,5pEmeoMUW38w1oU3kPelvR,Andrew Belle,Spectrum,False,acoustic,love
203,2h3VsZVKQeT0yLNQtCIRjn,Jonah Baker,Girls Like You - Acoustic Version,False,acoustic,desire
205,6huS9u0BDfeQHq0lObNLPl,Us The Duo,Better Together,False,acoustic,approval
206,14NiShC5b46yQxBN1mu9VJ,Andrew Foy;Renee Foy,Heartbreak Anniversary,False,acoustic,curiosity
207,3DyhwZyBFedvnt68fMi6vf,Tyler Ward;Karis;Ray Lorraine,One More Time Around,False,acoustic,curiosity
208,6kRZfOZSuoi0Htg6gROKDz,A Great Big World,Say Something,False,acoustic,sadness
209,5e9DrLUUZraUE7mmniufjn,Zack Tabudlo,Heart Can’t Lose,False,acoustic,love
210,2z3HKlpENvfz1Am2MNF2pL,Donovan Woods;Tenille Townes,I Ain't Ever Loved No One - Acoustic,False,acoustic,love
211,33JX2be3eKVhl5xk8YQhVc,Ray LaMontagne,Empty,False,acoustic,sadness
212,29Ns3avs48iQhNQgrHMEkm,Megan Davies,"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",False,acoustic,love
213,2XDxQ3VzovLzh60zgOaNEi,Tim Halperin,The Reason,False,acoustic,desire
214,0J4sK2VO75cRSVoj0FokQn,Canyon City,Fix You,False,acoustic,caring
215,7bpR5j22mNID1pXwgRcZP1,JJ Heller,Hand to Hold,False,acoustic,caring
216,1U1GtaJeYwGsPgqV9Me5bb,Ray LaMontagne,Hold You in My Arms,False,acoustic,sadness
217,34p2uL1CvmaHn3uLfOKt8d,Us The Duo,One Last Dance,False,acoustic,joy
218,2EKxmYmUdAVXlaHCnnW13o,Boyce Avenue;Megan Nicole,Heaven,False,acoustic,love
219,1jkBuvWI9IGEz9thXiKOlP,Joshua Hyslop,The Spark - Bonus Track,False,acoustic,confusion
220,7K36drJq6lInkW6Kkojucp,Drew Holcomb & The Neighbors,American Beauty,False,acoustic,admiration
221,4PuUa8e5s7P3Zv1IdCGIsa,Ray LaMontagne,Such A Simple Thing,False,acoustic,curiosity
222,72SPsHheqN6J3sI520jT9E,Amos Lee,Colors,False,acoustic,sadness
223,52J3WARiRHMtXbFXUWrVgu,Boyce Avenue,Someone You Loved,False,acoustic,sadness
224,03VNgdCL9t8aPyvwZecglI,Jason Mraz;Meghan Trainor,More Than Friends (feat. Meghan Trainor),False,acoustic,desire
225,3M6NL7PxIDZ3ArfPrBUTUP,Days N Daze,Flurry Rush,False,acoustic,disappointment
226,7jJH8F3PHlNvxfqEAAfFDl,Sara Bareilles,I Choose You,False,acoustic,love
227,6JNEDSev5Tp5VQR04SEBfV,Mindy Gledhill,I Do Adore,False,acoustic,love
228,5DUAKXpyv3nL50PnAQbPS0,Get Dead,Fuck You,False,acoustic,anger
229,6OCsvPU6P84wJ0erggCRv4,Albert King,Christmas Comes But Once A Year,False,acoustic,admiration
230,7qJtNgmUyzy3R86vJwk9Wp,Albert King,Christmas Comes But Once A Year,False,acoustic,admiration
231,6hy5eqMQ36KAChR1ZZ05zc,John Adams,If I Ain't Got You - Acoustic,False,acoustic,disapproval
232,4Gcx0DkgBVticyPDpezwg5,John Adams,Believe - Acoustic,False,acoustic,sadness
233,0fUB9bwvKLRpOB18YZHz5N,Adam Christopher,Iris - Acoustic,False,acoustic,desire
235,4v0RBzYNzTknP6d0zN2VQb,Aoi Teshima,C'est si bon,False,acoustic,admiration
236,1FQH1FxPwwIj9aKyPBDf9b,Jonah Baker,Baby (Acoustic Version),False,acoustic,love
238,7pKMoXeiCv40wbrjII06VO,Boyce Avenue;Emma Heesters,I Like Me Better,False,acoustic,love
240,2Qw1KFrJ1q6qHXxWGh51kC,Boyce Avenue,A Thousand Years,False,acoustic,love
241,66V40iz2mphPbYvuJVj13i,Thomas Daniel,drivers license,False,acoustic,sadness
242,4Bo6FwC7Oe9zywSZc6q7hO,Jason Mraz,Love Someone,False,acoustic,love
243,6Xbi3gOwMal0Ds3ETvBBwe,Jae Hall,The Winner Takes It All - Acoustic,False,acoustic,disappointment
244,6QXolVfFVjUHPp5TVzsjIF,Aaron Espe,Only Time,False,acoustic,curiosity
245,71ehTADpxs85ULrZgSEKCy,A Fine Frenzy,Almost Lover,False,acoustic,sadness
246,4zYkSXrfgJyrNkNv3mTiIZ,Roses & Frey,Dance Monkey,False,acoustic,love
247,1nFJAKHt0jgzVogbNJT3Zz,Parachute,Ocean,False,acoustic,desire
248,1RZkqIEM5aV000fKgz9J46,Kina Grannis,Dream a Little Dream of Me,False,acoustic,desire
249,0n3E6m57nDZJDyUHllaMDp,The Mayries,Back For Good,False,acoustic,desire
250,2gBYjMXW65daBB1elr68JK,Canyon City,OK,False,acoustic,disappointment
251,1FF6TogE9ELY71XnLPoEv6,Andrew Foy;Renee Foy,Just The Two Of Us,False,acoustic,desire
252,6G8xunNOicxhPPq9sG2raG,Boyce Avenue,Hey There Delilah,False,acoustic,approval
253,6LsHKNorX6fPBNcGxU1jQZ,Andrew Foy;Renee Foy,Arcade,False,acoustic,fear
254,1uxm47Qn1JhUWZHQfcY6w1,Kina Grannis,Yellow,False,acoustic,love
255,2nBrIzKacrNdIxs90FlsT1,Roses & Frey,Wake Me Up,False,acoustic,desire
256,5mdjfBsyzl78NQI4sI4IzR,Aidan Hawken,Walking Blind,False,acoustic,annoyance
257,7mQmu0JSoEyYU763IJXhIA,Jon Bryant,Headphones,False,acoustic,confusion
258,08feveJTNL1OMLSrdoHQ6Q,The Rescues,Teenage Dream,False,acoustic,love
259,4ngv7whSPSAwD8ZP3zMHsd,Ivan & Alyosha,The Worth Of The Wait,False,acoustic,approval
260,24UxG3p1Ghtc5ejJtGBoeL,Kina Grannis,Can't Help Falling In Love - Piano Version,False,acoustic,love
261,4yRlTvPVfEyhXfp6GZurq9,Austin Plaine,Never Come Back Again,False,acoustic,desire
262,5xQTEPjGsLuvwnnvyK3fAA,Chord Overstreet,Love You To Death,False,acoustic,love
263,38ssTLOvoZyL4CLa4ImDG9,Kina Grannis;Imaginary Future,What a Wonderful World,False,acoustic,admiration
264,0njuNwIyB3DoBHC0SFUkOr,Andrew Foy;Renee Foy,You Broke Me First,False,acoustic,disappointment
265,5sdliaZjk3rVGuT13UVhxn,Joshua Hyslop,Long Way Down,False,acoustic,disappointment
266,2Dz5WpEWA0vhnMmEPYiZ2y,Parachute,She Is Love,False,acoustic,love
267,5w8Cu20Yt1ZNQuVdcafTYC,Phillip LaRue,Marigold,False,acoustic,approval
268,1FHCU1rDAeaPsBW9byjJ0Q,krissy & ericka,12:51,False,acoustic,realization
270,0Kt5AHOpQAkEsHAuPeB0le,Allman Brown;Liz Lawrence,Sons and Daughters,False,acoustic,caring
271,07m8PuXxxv5J4qPEDq6ZkK,Ben Rector,Brand New,False,acoustic,amusement
272,1YjMWOorkBaP4MdKkKtp4y,The Weepies;Deb Talan;Steve Tannen,Gotta Have You,False,acoustic,sadness
273,0KF5nzdiqZlxVK68MPITst,Ben Rector,"30,000 Feet",False,acoustic,sadness
274,1pV4cJaYl9ovK0GcSjH1hy,Eddy Tyler,A Thousand Years,False,acoustic,love
275,2fSIF8CJhoc9CJhF9vJDXp,Ray LaMontagne,Jolene,False,acoustic,confusion
276,6J0bdIZElZMymahgVWRE9B,Eddie Vedder,No Ceiling,False,acoustic,love
277,5sVyefkGgQeYCgnqr4KslQ,Joy Williams,Front Porch,False,acoustic,sadness
278,1MGIxsVtqK2npdPmI8Dj0D,Days N Daze,Goodbye Lulu,False,acoustic,annoyance
279,4M4suTUnAYZocl09XEKBZN,Ray LaMontagne,Three More Days,False,acoustic,desire
280,4j0xGuo8Z47wfBiVunT6VR,Rachael Yamagata,We Could Still Be Happy,False,acoustic,joy
